cod_ibge6,internacoes_total,internacoes_icsap,ano
430480,1778.0,442.0,2017
430485,116.0,15.0,2017
430490,657.0,120.0,2017
430495,241.0,42.0,2017
430500,416.0,60.0,2017
430510,21800.0,3466.0,2017
430511,270.0,43.0,2017
430512,360.0,101.0,2017
430513,295.0,62.0,2017
430515,244.0,36.0,2017
430517,649.0,113.0,2017
430520,964.0,327.0,2017
430530,756.0,383.0,2017
430535,2002.0,506.0,2017
430537,236.0,51.0,2017
430540,328.0,143.0,2017
430543,170.0,40.0,2017
430544,294.0,40.0,2017
430545,1057.0,215.0,2017
430550,332.0,74.0,2017
430558,300.0,41.0,2017
430560,226.0,70.0,2017
430570,525.0,173.0,2017
430580,813.0,295.0,2017
430583,194.0,98.0,2017
430585,274.0,64.0,2017
430587,164.0,19.0,2017
430590,605.0,220.0,2017
430593,147.0,40.0,2017
430595,257.0,62.0,2017
430597,298.0,63.0,2017
430600,1331.0,605.0,2017
430605,354.0,54.0,2017
430607,254.0,37.0,2017
430610,3977.0,989.0,2017
430613,118.0,7.0,2017
430620,711.0,173.0,2017
430630,409.0,160.0,2017
430632,364.0,59.0,2017
430635,211.0,47.0,2017
430637,134.0,26.0,2017
430640,1715.0,329.0,2017
430642,151.0,25.0,2017
430645,412.0,233.0,2017
430650,1021.0,369.0,2017
430655,231.0,32.0,2017
430660,2755.0,909.0,2017
430670,264.0,62.0,2017
430673,311.0,92.0,2017
430675,147.0,26.0,2017
430676,2258.0,448.0,2017
430680,1526.0,283.0,2017
430690,2295.0,817.0,2017
430692,230.0,122.0,2017
430693,659.0,178.0,2017
430695,315.0,67.0,2017
430697,298.0,80.0,2017
430700,7506.0,1347.0,2017
430705,308.0,51.0,2017
430710,190.0,30.0,2017
430720,469.0,121.0,2017
430730,676.0,151.0,2017
430740,198.0,49.0,2017
430745,357.0,79.0,2017
430750,1300.0,401.0,2017
430755,419.0,101.0,2017
430760,2824.0,511.0,2017
430770,6474.0,1731.0,2017
430780,2477.0,383.0,2017
430781,289.0,163.0,2017
430783,159.0,32.0,2017
430786,222.0,41.0,2017
430790,3482.0,727.0,2017
430800,585.0,180.0,2017
430805,278.0,87.0,2017
430807,360.0,73.0,2017
430810,789.0,205.0,2017
430820,1346.0,275.0,2017
430825,194.0,43.0,2017
430830,869.0,459.0,2017
430840,363.0,96.0,2017
430843,322.0,98.0,2017
430845,274.0,56.0,2017
430850,2490.0,684.0,2017
430860,1763.0,365.0,2017
430865,160.0,36.0,2017
430870,471.0,111.0,2017
430880,552.0,141.0,2017
430885,128.0,36.0,2017
430890,1439.0,402.0,2017
430900,1599.0,649.0,2017
430905,437.0,75.0,2017
430910,2723.0,587.0,2017
430912,265.0,87.0,2017
430915,300.0,102.0,2017
430920,12946.0,2790.0,2017
430925,115.0,32.0,2017
430930,4693.0,775.0,2017
430940,1559.0,434.0,2017
430950,608.0,247.0,2017
430955,184.0,35.0,2017
430957,256.0,97.0,2017
430960,1407.0,462.0,2017
430965,381.0,132.0,2017
430970,427.0,164.0,2017
430975,433.0,156.0,2017
430980,304.0,68.0,2017
430990,399.0,47.0,2017
430995,302.0,98.0,2017
431000,1529.0,458.0,2017
431010,3499.0,783.0,2017
431020,4886.0,683.0,2017
431030,424.0,163.0,2017
431033,1471.0,302.0,2017
431036,324.0,43.0,2017
431040,480.0,104.0,2017
431041,234.0,126.0,2017
431043,462.0,167.0,2017
431046,122.0,30.0,2017
431050,981.0,345.0,2017
431053,252.0,20.0,2017
431055,228.0,44.0,2017
431057,281.0,113.0,2017
431060,2866.0,1092.0,2017
431065,191.0,24.0,2017
431070,249.0,15.0,2017
431075,212.0,67.0,2017
431080,1274.0,276.0,2017
431085,421.0,113.0,2017
431087,116.0,35.0,2017
431090,278.0,59.0,2017
431100,1730.0,431.0,2017
431110,933.0,397.0,2017
431112,324.0,116.0,2017
431113,177.0,59.0,2017
431115,322.0,34.0,2017
431120,1327.0,470.0,2017
431123,264.0,90.0,2017
431125,499.0,222.0,2017
431127,142.0,33.0,2017
431130,2314.0,555.0,2017
431140,3984.0,525.0,2017
431142,182.0,40.0,2017
431150,463.0,246.0,2017
431160,348.0,92.0,2017
431162,368.0,80.0,2017
431164,117.0,26.0,2017
431170,416.0,66.0,2017
431171,298.0,89.0,2017
431173,364.0,151.0,2017
431175,235.0,60.0,2017
431177,466.0,64.0,2017
431179,147.0,25.0,2017
431180,2529.0,632.0,2017
431190,430.0,129.0,2017
431198,297.0,65.0,2017
431200,178.0,15.0,2017
431205,585.0,217.0,2017
431210,283.0,73.0,2017
431213,239.0,47.0,2017
431215,297.0,52.0,2017
431217,135.0,64.0,2017
431220,577.0,289.0,2017
431225,534.0,134.0,2017
431230,403.0,73.0,2017
431235,103.0,15.0,2017
431237,230.0,50.0,2017
431238,171.0,27.0,2017
431240,3229.0,666.0,2017
431242,237.0,38.0,2017
431244,338.0,114.0,2017
431245,277.0,65.0,2017
431247,342.0,74.0,2017
431250,723.0,195.0,2017
431260,465.0,120.0,2017
431261,161.0,37.0,2017
431262,185.0,45.0,2017
431265,1326.0,435.0,2017
431267,155.0,24.0,2017
431270,1495.0,554.0,2017
431275,195.0,20.0,2017
431280,318.0,66.0,2017
431290,672.0,184.0,2017
431295,170.0,48.0,2017
431300,313.0,125.0,2017
431301,243.0,51.0,2017
431303,360.0,83.0,2017
431306,1151.0,217.0,2017
431308,76.0,31.0,2017
431310,585.0,269.0,2017
431320,1197.0,230.0,2017
431330,1364.0,312.0,2017
431333,170.0,53.0,2017
431335,125.0,21.0,2017
431337,1648.0,311.0,2017
431339,247.0,47.0,2017
431340,15351.0,3146.0,2017
431342,320.0,172.0,2017
431344,202.0,37.0,2017
431346,155.0,34.0,2017
431349,237.0,60.0,2017
431350,3096.0,663.0,2017
431360,530.0,136.0,2017
431365,870.0,272.0,2017
431370,2706.0,735.0,2017
431380,990.0,419.0,2017
431390,3024.0,506.0,2017
431395,667.0,136.0,2017
431400,530.0,144.0,2017
431402,623.0,248.0,2017
431403,176.0,28.0,2017
431405,4250.0,941.0,2017
431406,548.0,286.0,2017
431407,354.0,75.0,2017
431410,17554.0,3647.0,2017
431413,220.0,51.0,2017
431415,587.0,174.0,2017
431417,89.0,11.0,2017
431420,504.0,146.0,2017
431430,220.0,69.0,2017
431440,19604.0,3420.0,2017
431442,338.0,64.0,2017
431445,313.0,61.0,2017
431446,132.0,21.0,2017
431447,372.0,150.0,2017
431449,503.0,171.0,2017
431450,605.0,175.0,2017
431454,113.0,10.0,2017
431455,166.0,43.0,2017
431460,1573.0,755.0,2017
431470,1252.0,469.0,2017
431475,191.0,54.0,2017
431477,335.0,89.0,2017
431478,118.0,14.0,2017
431480,1980.0,361.0,2017
431490,101770.0,25066.0,2017
431500,640.0,377.0,2017
431505,171.0,75.0,2017
431507,215.0,92.0,2017
431510,768.0,363.0,2017
431513,323.0,114.0,2017
431514,187.0,32.0,2017
431515,787.0,334.0,2017
431517,133.0,29.0,2017
431520,312.0,117.0,2017
431530,1835.0,606.0,2017
431531,172.0,22.0,2017
431532,82.0,14.0,2017
431535,265.0,86.0,2017
431540,844.0,188.0,2017
431545,136.0,33.0,2017
431550,1079.0,377.0,2017
431555,393.0,124.0,2017
431560,12367.0,2997.0,2017
431570,3065.0,778.0,2017
431575,338.0,107.0,2017
431580,825.0,292.0,2017
431590,693.0,134.0,2017
431595,201.0,75.0,2017
431600,2054.0,468.0,2017
431610,1198.0,492.0,2017
431620,487.0,163.0,2017
431630,533.0,248.0,2017
431640,3036.0,1170.0,2017
431642,172.0,44.0,2017
431643,190.0,62.0,2017
431645,598.0,157.0,2017
431647,253.0,89.0,2017
431650,405.0,105.0,2017
431660,1670.0,419.0,2017
431670,720.0,270.0,2017
431673,192.0,72.0,2017
431675,483.0,63.0,2017
431680,8995.0,1599.0,2017
431690,10835.0,1657.0,2017
431695,299.0,54.0,2017
431697,149.0,56.0,2017
431700,300.0,49.0,2017
431710,5005.0,1339.0,2017
431720,5152.0,1513.0,2017
431725,146.0,32.0,2017
431730,2050.0,456.0,2017
431740,3082.0,768.0,2017
431750,4895.0,1260.0,2017
431755,170.0,31.0,2017
431760,2464.0,467.0,2017
431770,542.0,174.0,2017
431775,187.0,34.0,2017
431780,1316.0,436.0,2017
431790,1381.0,573.0,2017
431795,214.0,68.0,2017
431800,5136.0,1481.0,2017
431805,181.0,38.0,2017
431810,1281.0,372.0,2017
431820,1695.0,616.0,2017
431830,5146.0,1752.0,2017
431840,1710.0,422.0,2017
431842,433.0,124.0,2017
431843,231.0,75.0,2017
431844,168.0,28.0,2017
431845,124.0,31.0,2017
431846,212.0,87.0,2017
431848,250.0,56.0,2017
431849,161.0,35.0,2017
431850,1554.0,405.0,2017
431860,843.0,338.0,2017
431861,108.0,30.0,2017
431862,235.0,52.0,2017
431870,12136.0,2704.0,2017
431880,3536.0,1151.0,2017
431890,2730.0,902.0,2017
431900,1709.0,733.0,2017
431910,450.0,161.0,2017
431912,63.0,3.0,2017
431915,630.0,233.0,2017
431920,333.0,105.0,2017
431930,631.0,317.0,2017
431935,200.0,47.0,2017
431936,106.0,25.0,2017
431937,229.0,68.0,2017
431940,1019.0,266.0,2017
431950,1442.0,355.0,2017
431960,1712.0,620.0,2017
431970,265.0,28.0,2017
431971,296.0,108.0,2017
431973,293.0,121.0,2017
431975,141.0,32.0,2017
431980,589.0,154.0,2017
431990,5447.0,1025.0,2017
432000,9773.0,1998.0,2017
432010,1513.0,367.0,2017
432020,1247.0,337.0,2017
432023,227.0,69.0,2017
432026,781.0,281.0,2017
432030,301.0,95.0,2017
432032,242.0,94.0,2017
432035,374.0,76.0,2017
432040,1128.0,221.0,2017
432045,146.0,24.0,2017
432050,476.0,110.0,2017
432055,378.0,54.0,2017
432057,171.0,52.0,2017
432060,398.0,188.0,2017
432065,168.0,18.0,2017
432067,895.0,322.0,2017
432070,1607.0,733.0,2017
432080,2641.0,841.0,2017
432085,269.0,54.0,2017
432090,1995.0,599.0,2017
432100,819.0,284.0,2017
432110,1006.0,147.0,2017
432120,3452.0,748.0,2017
432130,1621.0,518.0,2017
432132,174.0,42.0,2017
432135,289.0,52.0,2017
432140,1278.0,235.0,2017
432143,586.0,95.0,2017
432145,2253.0,630.0,2017
432146,276.0,76.0,2017
432147,572.0,116.0,2017
432149,174.0,47.0,2017
432150,3003.0,497.0,2017
432160,3314.0,615.0,2017
432162,292.0,135.0,2017
432163,198.0,65.0,2017
432166,815.0,114.0,2017
432170,2309.0,754.0,2017
432180,1658.0,395.0,2017
432183,250.0,46.0,2017
432185,510.0,181.0,2017
432190,2173.0,488.0,2017
432195,658.0,329.0,2017
432200,1694.0,575.0,2017
432210,607.0,356.0,2017
432215,306.0,110.0,2017
432218,198.0,79.0,2017
432220,1574.0,514.0,2017
432225,254.0,67.0,2017
432230,651.0,321.0,2017
432232,219.0,59.0,2017
432234,167.0,53.0,2017
432235,101.0,46.0,2017
432237,187.0,38.0,2017
432240,6332.0,1260.0,2017
432250,4620.0,1187.0,2017
432252,250.0,63.0,2017
432253,874.0,265.0,2017
432254,264.0,80.0,2017
432255,196.0,57.0,2017
432260,4685.0,1212.0,2017
432270,1852.0,441.0,2017
432280,1487.0,273.0,2017
432285,179.0,46.0,2017
432290,502.0,177.0,2017
432300,15222.0,3817.0,2017
432310,404.0,78.0,2017
432320,201.0,47.0,2017
432330,231.0,42.0,2017
432335,314.0,103.0,2017
432340,250.0,53.0,2017
432345,176.0,51.0,2017
432350,262.0,77.0,2017
432360,119.0,27.0,2017
432370,182.0,37.0,2017
432375,302.0,102.0,2017
432377,323.0,94.0,2017
432380,1178.0,163.0,2017
500020,817.0,169.0,2017
500025,169.0,18.0,2017
500060,2600.0,774.0,2017
500070,2140.0,727.0,2017
500080,539.0,232.0,2017
500085,606.0,237.0,2017
500090,369.0,144.0,2017
500100,987.0,297.0,2017
500110,3881.0,1158.0,2017
500124,908.0,405.0,2017
500150,274.0,36.0,2017
500190,1361.0,433.0,2017
500200,627.0,183.0,2017
500210,1580.0,373.0,2017
500215,565.0,179.0,2017
500220,1423.0,356.0,2017
500230,852.0,379.0,2017
500240,1949.0,618.0,2017
500260,677.0,213.0,2017
500270,48698.0,7144.0,2017
500280,418.0,148.0,2017
500290,1231.0,296.0,2017
500295,1867.0,491.0,2017
500310,154.0,30.0,2017
500315,671.0,160.0,2017
500320,7475.0,1967.0,2017
500325,2319.0,617.0,2017
500330,3008.0,771.0,2017
500345,392.0,88.0,2017
500348,767.0,267.0,2017
500350,253.0,41.0,2017
500370,13385.0,2524.0,2017
500375,775.0,286.0,2017
500380,2175.0,838.0,2017
500390,59.0,7.0,2017
500400,693.0,328.0,2017
500410,974.0,484.0,2017
500430,1852.0,987.0,2017
500440,482.0,142.0,2017
500450,911.0,252.0,2017
500460,1135.0,336.0,2017
500470,2078.0,753.0,2017
500480,990.0,431.0,2017
500490,213.0,27.0,2017
500500,1615.0,534.0,2017
500510,229.0,66.0,2017
500515,536.0,193.0,2017
500520,1091.0,227.0,2017
500525,313.0,76.0,2017
500540,3141.0,819.0,2017
500560,1572.0,443.0,2017
500568,1866.0,765.0,2017
500570,3686.0,911.0,2017
500580,467.0,112.0,2017
500600,815.0,260.0,2017
500620,3838.0,1213.0,2017
500625,393.0,190.0,2017
500627,43.0,6.0,2017
500630,3125.0,890.0,2017
500635,963.0,298.0,2017
500640,523.0,129.0,2017
500660,4879.0,1244.0,2017
500690,635.0,216.0,2017
500710,972.0,185.0,2017
500720,2536.0,747.0,2017
500730,396.0,177.0,2017
500740,1150.0,280.0,2017
500750,186.0,27.0,2017
500755,292.0,145.0,2017
500769,2594.0,550.0,2017
500770,1049.0,499.0,2017
500780,223.0,42.0,2017
500790,2063.0,351.0,2017
500793,967.0,352.0,2017
500795,835.0,334.0,2017
500797,201.0,59.0,2017
500800,596.0,78.0,2017
500830,7084.0,1292.0,2017
500840,512.0,185.0,2017
510010,253.0,34.0,2017
510020,1199.0,295.0,2017
510025,3644.0,810.0,2017
510030,802.0,189.0,2017
510035,204.0,64.0,2017
510040,396.0,40.0,2017
510050,317.0,54.0,2017
510060,335.0,65.0,2017
510080,666.0,186.0,2017
510100,88.0,11.0,2017
510120,32.0,7.0,2017
510125,560.0,60.0,2017
510130,367.0,70.0,2017
510140,1280.0,520.0,2017
510160,259.0,47.0,2017
510170,2271.0,622.0,2017
510180,3379.0,607.0,2017
510185,238.0,55.0,2017
510190,1407.0,547.0,2017
510250,7672.0,1187.0,2017
510260,876.0,406.0,2017
510263,1684.0,361.0,2017
510267,2987.0,703.0,2017
510268,199.0,20.0,2017
510269,145.0,16.0,2017
510270,509.0,121.0,2017
510279,557.0,110.0,2017
510285,212.0,29.0,2017
510300,784.0,91.0,2017
510305,783.0,402.0,2017
510310,282.0,127.0,2017
510320,2281.0,784.0,2017
510325,338.0,61.0,2017
510330,2615.0,1622.0,2017
510335,1933.0,377.0,2017
510336,198.0,33.0,2017
510337,767.0,400.0,2017
510340,32414.0,4119.0,2017
510343,311.0,52.0,2017
510345,353.0,147.0,2017
510350,1491.0,293.0,2017
510360,667.0,332.0,2017
510370,511.0,75.0,2017
510380,137.0,23.0,2017
510385,193.0,44.0,2017
510390,455.0,147.0,2017
510395,180.0,19.0,2017
510410,2063.0,699.0,2017
510420,844.0,458.0,2017
510450,96.0,14.0,2017
510452,259.0,51.0,2017
510454,240.0,56.0,2017
510455,177.0,21.0,2017
510460,865.0,233.0,2017
510480,1740.0,455.0,2017
510490,398.0,62.0,2017
510500,347.0,38.0,2017
510510,1902.0,324.0,2017
510515,2641.0,754.0,2017
510517,633.0,234.0,2017
510520,851.0,349.0,2017
510523,321.0,44.0,2017
510525,2199.0,650.0,2017
510530,110.0,24.0,2017
510550,743.0,210.0,2017
510558,926.0,358.0,2017
510560,1051.0,217.0,2017
510562,1798.0,535.0,2017
510590,1574.0,583.0,2017
510600,312.0,73.0,2017
510610,530.0,167.0,2017
510615,335.0,44.0,2017
510617,216.0,106.0,2017
510618,355.0,71.0,2017
510619,218.0,35.0,2017
510620,138.0,19.0,2017
510621,481.0,94.0,2017
510622,2394.0,504.0,2017
510623,1399.0,783.0,2017
510624,488.0,77.0,2017
510625,1128.0,364.0,2017
510626,329.0,56.0,2017
510627,248.0,93.0,2017
510628,221.0,72.0,2017
510629,955.0,369.0,2017
510630,1376.0,336.0,2017
510631,96.0,11.0,2017
510637,1207.0,359.0,2017
510642,2088.0,462.0,2017
510645,111.0,13.0,2017
510650,2295.0,651.0,2017
510665,184.0,18.0,2017
510670,93.0,36.0,2017
510675,3488.0,962.0,2017
510677,376.0,53.0,2017
510680,337.0,119.0,2017
510682,558.0,73.0,2017
510685,145.0,39.0,2017
510700,1226.0,330.0,2017
510704,4488.0,383.0,2017
510706,1170.0,352.0,2017
510710,650.0,74.0,2017
510715,108.0,16.0,2017
510718,357.0,115.0,2017
510719,177.0,103.0,2017
510720,473.0,232.0,2017
510724,191.0,27.0,2017
510726,83.0,8.0,2017
510729,170.0,20.0,2017
510730,1018.0,310.0,2017
510735,274.0,62.0,2017
510740,281.0,71.0,2017
510757,83.0,16.0,2017
510760,13996.0,2396.0,2017
510770,1473.0,778.0,2017
510774,111.0,13.0,2017
510775,279.0,96.0,2017
510776,124.0,26.0,2017
510777,382.0,123.0,2017
510779,153.0,13.0,2017
510780,795.0,103.0,2017
510785,883.0,309.0,2017
510787,1152.0,339.0,2017
510788,65.0,15.0,2017
510790,6938.0,553.0,2017
510792,4219.0,699.0,2017
510794,503.0,169.0,2017
510795,5170.0,1596.0,2017
510800,794.0,182.0,2017
510805,742.0,258.0,2017
510810,280.0,128.0,2017
510820,313.0,136.0,2017
510830,172.0,22.0,2017
510835,164.0,41.0,2017
510840,16994.0,2615.0,2017
510850,539.0,86.0,2017
510860,388.0,41.0,2017
510880,232.0,66.0,2017
510885,124.0,17.0,2017
510890,218.0,26.0,2017
510895,343.0,57.0,2017
520005,733.0,137.0,2017
520010,542.0,74.0,2017
520013,1326.0,545.0,2017
520015,89.0,13.0,2017
520017,126.0,20.0,2017
520020,89.0,19.0,2017
520025,7585.0,1379.0,2017
520030,1944.0,514.0,2017
520050,42.0,13.0,2017
520055,131.0,9.0,2017
520060,353.0,62.0,2017
520080,592.0,202.0,2017
520082,89.0,6.0,2017
520085,353.0,108.0,2017
520090,255.0,98.0,2017
520110,22371.0,3377.0,2017
520120,49.0,21.0,2017
520130,713.0,156.0,2017
520140,23825.0,3110.0,2017
520145,115.0,15.0,2017
520150,206.0,78.0,2017
520160,401.0,118.0,2017
520170,926.0,175.0,2017
520180,694.0,191.0,2017
520215,385.0,96.0,2017
520235,318.0,141.0,2017
520250,528.0,143.0,2017
520260,165.0,60.0,2017
520280,193.0,47.0,2017
520310,172.0,49.0,2017
520320,517.0,129.0,2017
520330,1628.0,342.0,2017
520340,415.0,115.0,2017
520350,2000.0,865.0,2017
520355,363.0,54.0,2017
520357,114.0,18.0,2017
520360,152.0,49.0,2017
520380,562.0,296.0,2017
520390,1052.0,499.0,2017
520393,197.0,80.0,2017
520396,96.0,9.0,2017
520400,236.0,46.0,2017
520410,555.0,263.0,2017
520420,56.0,8.0,2017
520425,393.0,118.0,2017
520430,902.0,273.0,2017
520440,2008.0,672.0,2017
520450,4308.0,560.0,2017
520455,169.0,25.0,2017
520460,141.0,25.0,2017
520465,185.0,49.0,2017
520470,531.0,218.0,2017
520480,287.0,94.0,2017
520485,350.0,56.0,2017
520490,554.0,81.0,2017
520495,170.0,23.0,2017
520500,449.0,119.0,2017
520505,228.0,73.0,2017
520510,4092.0,1312.0,2017
520520,361.0,98.0,2017
520530,441.0,150.0,2017
520540,1498.0,387.0,2017
520545,672.0,158.0,2017
520547,731.0,147.0,2017
520549,3034.0,352.0,2017
520551,797.0,112.0,2017
520552,388.0,76.0,2017
520570,226.0,106.0,2017
520580,485.0,88.0,2017
520590,504.0,147.0,2017
520620,2242.0,446.0,2017
520630,155.0,38.0,2017
520640,1594.0,811.0,2017
520650,319.0,100.0,2017
520660,168.0,54.0,2017
520670,315.0,78.0,2017
520680,419.0,239.0,2017
520690,111.0,34.0,2017
520710,62.0,14.0,2017
520725,388.0,98.0,2017
520735,175.0,21.0,2017
520740,559.0,180.0,2017
520750,338.0,73.0,2017
520753,422.0,150.0,2017
520760,279.0,112.0,2017
520780,1479.0,610.0,2017
520790,349.0,70.0,2017
520800,9456.0,3050.0,2017
520810,340.0,104.0,2017
520815,146.0,15.0,2017
520830,255.0,108.0,2017
520840,791.0,255.0,2017
520850,331.0,137.0,2017
520860,4881.0,1952.0,2017
520870,75490.0,11966.0,2017
520880,2677.0,386.0,2017
520890,1934.0,636.0,2017
520910,1543.0,422.0,2017
520915,110.0,10.0,2017
520920,779.0,141.0,2017
520929,182.0,60.0,2017
520940,131.0,22.0,2017
520945,44.0,17.0,2017
520960,428.0,298.0,2017
520970,1680.0,497.0,2017
520980,270.0,138.0,2017
520990,697.0,217.0,2017
520993,177.0,29.0,2017
520995,896.0,279.0,2017
521000,3960.0,1465.0,2017
521010,1203.0,409.0,2017
521015,160.0,47.0,2017
521020,1619.0,456.0,2017
521030,63.0,13.0,2017
521040,1861.0,205.0,2017
521056,278.0,47.0,2017
521060,268.0,58.0,2017
521080,382.0,160.0,2017
521090,2332.0,1063.0,2017
521100,461.0,175.0,2017
521120,3349.0,1179.0,2017
521130,456.0,148.0,2017
521140,962.0,366.0,2017
521150,6331.0,1616.0,2017
521160,166.0,58.0,2017
521170,670.0,271.0,2017
521180,2990.0,1113.0,2017
521190,5800.0,972.0,2017
521200,149.0,48.0,2017
521205,111.0,14.0,2017
521210,332.0,143.0,2017
521220,1375.0,445.0,2017
521225,53.0,7.0,2017
521230,218.0,33.0,2017
521250,10666.0,1348.0,2017
521260,182.0,62.0,2017
521270,579.0,207.0,2017
521280,248.0,21.0,2017
521290,103.0,34.0,2017
521295,318.0,143.0,2017
521300,559.0,142.0,2017
521305,88.0,25.0,2017
521308,1406.0,341.0,2017
521310,2069.0,649.0,2017
521340,40.0,9.0,2017
521350,194.0,61.0,2017
521370,550.0,201.0,2017
521375,390.0,105.0,2017
521377,138.0,25.0,2017
521380,4058.0,1345.0,2017
521385,160.0,63.0,2017
521390,406.0,174.0,2017
521400,1359.0,637.0,2017
521405,1069.0,618.0,2017
521410,357.0,113.0,2017
521440,482.0,156.0,2017
521450,1828.0,466.0,2017
521460,2179.0,496.0,2017
521470,110.0,26.0,2017
521480,126.0,39.0,2017
521483,1031.0,622.0,2017
521486,419.0,118.0,2017
521487,68.0,13.0,2017
521490,44.0,8.0,2017
521500,318.0,40.0,2017
521520,393.0,168.0,2017
521523,5539.0,758.0,2017
521525,173.0,38.0,2017
521530,1660.0,933.0,2017
521540,212.0,36.0,2017
521550,336.0,88.0,2017
521560,1489.0,361.0,2017
521565,290.0,103.0,2017
521570,737.0,63.0,2017
521580,188.0,57.0,2017
521590,181.0,45.0,2017
521600,122.0,32.0,2017
521630,362.0,45.0,2017
521640,875.0,291.0,2017
521645,81.0,14.0,2017
521680,1271.0,725.0,2017
521690,96.0,20.0,2017
521710,2200.0,914.0,2017
521720,659.0,230.0,2017
521730,2610.0,1078.0,2017
521740,1516.0,405.0,2017
521760,4077.0,771.0,2017
521770,1267.0,461.0,2017
521800,2131.0,475.0,2017
521805,131.0,23.0,2017
521810,141.0,58.0,2017
521830,1947.0,696.0,2017
521839,194.0,37.0,2017
521850,2531.0,726.0,2017
521860,703.0,235.0,2017
521870,281.0,74.0,2017
521878,112.0,6.0,2017
521880,9502.0,1977.0,2017
521890,1205.0,470.0,2017
521900,557.0,222.0,2017
521910,597.0,193.0,2017
521920,276.0,101.0,2017
521925,289.0,58.0,2017
521930,3183.0,827.0,2017
521935,125.0,40.0,2017
521940,173.0,39.0,2017
521945,86.0,18.0,2017
521950,220.0,75.0,2017
521960,275.0,110.0,2017
521970,631.0,241.0,2017
521971,169.0,33.0,2017
521973,415.0,89.0,2017
521975,2455.0,482.0,2017
521980,323.0,82.0,2017
521990,229.0,39.0,2017
522000,462.0,110.0,2017
522005,88.0,15.0,2017
522010,1997.0,598.0,2017
522015,264.0,63.0,2017
522020,1143.0,256.0,2017
522026,274.0,81.0,2017
522028,97.0,31.0,2017
522040,1631.0,475.0,2017
522045,7781.0,1250.0,2017
522050,549.0,239.0,2017
522060,1820.0,481.0,2017
522068,402.0,132.0,2017
522070,48.0,8.0,2017
522100,210.0,68.0,2017
522108,65.0,14.0,2017
522119,391.0,63.0,2017
522130,151.0,51.0,2017
522140,7546.0,1871.0,2017
522145,265.0,105.0,2017
522150,445.0,174.0,2017
522155,266.0,88.0,2017
522157,66.0,14.0,2017
522160,2289.0,797.0,2017
522170,618.0,165.0,2017
522180,91.0,15.0,2017
522185,7259.0,835.0,2017
522190,133.0,14.0,2017
522200,1309.0,575.0,2017
522205,405.0,121.0,2017
522220,192.0,43.0,2017
522230,182.0,37.0,2017
530010,152622.0,27608.0,2017
110001,2745.0,1172.0,2018
110002,6540.0,1626.0,2018
110003,527.0,197.0,2018
110004,6610.0,1636.0,2018
110005,1743.0,805.0,2018
110006,1443.0,654.0,2018
110007,360.0,79.0,2018
110008,1057.0,419.0,2018
110009,2860.0,1249.0,2018
110010,3713.0,1386.0,2018
110011,4133.0,1416.0,2018
110012,8530.0,2107.0,2018
110013,2321.0,603.0,2018
110014,1276.0,498.0,2018
110015,2777.0,1046.0,2018
110018,3919.0,1693.0,2018
110020,31747.0,3984.0,2018
110025,1396.0,391.0,2018
110026,208.0,63.0,2018
110028,4924.0,1303.0,2018
110029,999.0,425.0,2018
110030,8879.0,2176.0,2018
110032,1877.0,597.0,2018
110033,1593.0,497.0,2018
110034,1116.0,419.0,2018
110037,891.0,371.0,2018
110040,993.0,382.0,2018
110045,1425.0,401.0,2018
110050,659.0,266.0,2018
110060,223.0,74.0,2018
110070,704.0,337.0,2018
110080,1495.0,209.0,2018
110090,169.0,23.0,2018
110092,518.0,96.0,2018
110094,1466.0,540.0,2018
110100,276.0,52.0,2018
110110,375.0,72.0,2018
110120,501.0,163.0,2018
110130,582.0,247.0,2018
110140,821.0,236.0,2018
110143,276.0,73.0,2018
110145,375.0,145.0,2018
110146,277.0,122.0,2018
110147,213.0,89.0,2018
110148,187.0,41.0,2018
110149,1173.0,310.0,2018
110150,699.0,208.0,2018
110155,175.0,54.0,2018
110160,510.0,154.0,2018
110170,579.0,176.0,2018
110175,385.0,119.0,2018
110180,365.0,161.0,2018
120001,453.0,91.0,2018
120005,491.0,101.0,2018
120010,1760.0,532.0,2018
120013,203.0,30.0,2018
120017,346.0,54.0,2018
120020,5441.0,916.0,2018
120025,1023.0,305.0,2018
120030,787.0,81.0,2018
120032,120.0,11.0,2018
120033,914.0,225.0,2018
120034,507.0,133.0,2018
120035,457.0,61.0,2018
120038,888.0,367.0,2018
120039,613.0,189.0,2018
120040,20101.0,2182.0,2018
120042,732.0,157.0,2018
120043,202.0,87.0,2018
120045,1188.0,373.0,2018
120050,3193.0,1385.0,2018
120060,2798.0,817.0,2018
120070,1155.0,449.0,2018
120080,594.0,58.0,2018
130002,950.0,201.0,2018
130006,399.0,166.0,2018
130008,280.0,78.0,2018
130010,632.0,227.0,2018
130014,968.0,276.0,2018
130020,417.0,144.0,2018
130030,1280.0,262.0,2018
130040,860.0,215.0,2018
130050,2027.0,541.0,2018
130060,951.0,199.0,2018
130063,439.0,98.0,2018
130068,715.0,263.0,2018
130070,2269.0,645.0,2018
130080,2361.0,794.0,2018
130083,427.0,144.0,2018
130090,529.0,195.0,2018
130100,1155.0,197.0,2018
130110,826.0,188.0,2018
130115,225.0,67.0,2018
130120,4294.0,1041.0,2018
130130,949.0,322.0,2018
130140,1415.0,422.0,2018
130150,398.0,143.0,2018
